ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0043330,response to exogenous dsRNA,2/38,48/18862,0.00420506470139984,0.0352483364676163,0.0229651211556325,RIPK2/MAPK3,2
BP,GO:0032369,negative regulation of lipid transport,2/38,49/18862,0.00437845589224916,0.0359364197426861,0.0234134236107473,NFKB1/PLA2R1,2
BP,GO:0046638,positive regulation of alpha-beta T cell differentiation,2/38,49/18862,0.00437845589224916,0.0359364197426861,0.0234134236107473,RIPK2/CCL19,2
BP,GO:1990928,response to amino acid starvation,2/38,49/18862,0.00437845589224916,0.0359364197426861,0.0234134236107473,MAP3K5/MAPK3,2
BP,GO:0018209,peptidyl-serine modification,4/38,333/18862,0.00438802598963325,0.0359364197426861,0.0234134236107473,PRKCA/RIPK2/MAPK3/TOP1,4
BP,GO:0016125,sterol metabolic process,3/38,165/18862,0.00442974577623131,0.0360707870350264,0.0235009670654798,CAT/FDX1/EPHX2,3
BP,GO:0009066,aspartate family amino acid metabolic process,2/38,50/18862,0.00455512069090159,0.0366725818335297,0.0238930505463884,ASNS/RIDA,2
BP,GO:0048260,positive regulation of receptor-mediated endocytosis,2/38,50/18862,0.00455512069090159,0.0366725818335297,0.0238930505463884,CCL21/CCL19,2
BP,GO:0043370,regulation of CD4-positive, alpha-beta T cell differentiation,2/38,51/18862,0.00473504591554641,0.0376951979310259,0.0245593090121255,RIPK2/CCL19,2
BP,GO:0071715,icosanoid transport,2/38,51/18862,0.00473504591554641,0.0376951979310259,0.0245593090121255,NMB/PLA2R1,2
BP,GO:0045619,regulation of lymphocyte differentiation,3/38,175/18862,0.00521797903036035,0.0410807741340524,0.0267650916241804,RIPK2/FCRL3/CCL19,3
BP,GO:0051897,positive regulation of protein kinase B signaling,3/38,175/18862,0.00521797903036035,0.0410807741340524,0.0267650916241804,CD19/CCL21/CCL19,3
BP,GO:0022900,electron transport chain,3/38,178/18862,0.00546987259194491,0.0425932701831776,0.0277505184129733,GPX2/FDX1/BID,3
BP,GO:0050796,regulation of insulin secretion,3/38,178/18862,0.00546987259194491,0.0425932701831776,0.0277505184129733,PRKCA/PCK2/BLK,3
BP,GO:0051251,positive regulation of lymphocyte activation,4/38,356/18862,0.00555247724203626,0.0430015221190308,0.0280165041617619,RIPK2/FCRL3/CCL21/CCL19,4
BP,GO:0010559,regulation of glycoprotein biosynthetic process,2/38,56/18862,0.00568311967795309,0.0435400297907696,0.0283673545894432,CCL21/CCL19,2
BP,GO:0032731,positive regulation of interleukin-1 beta production,2/38,56/18862,0.00568311967795309,0.0435400297907696,0.0283673545894432,RIPK2/CCL19,2
BP,GO:0010950,positive regulation of endopeptidase activity,3/38,182/18862,0.00581697723729589,0.0439602376603212,0.0286411299105472,RIPK2/MAP3K5/BID,3
BP,GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,3/38,182/18862,0.00581697723729589,0.0439602376603212,0.0286411299105472,RIPK2/CCL21/CCL19,3
BP,GO:0031349,positive regulation of defense response,4/38,361/18862,0.00583051573178996,0.0439602376603212,0.0286411299105472,NFKB1/RIPK2/MAPK3/TLR10,4
BP,GO:0031295,T cell costimulation,2/38,57/18862,0.00588233272838165,0.0441174954628624,0.0287435870716489,CCL21/CCL19,2
BP,GO:0019369,arachidonic acid metabolic process,2/38,59/18862,0.00629025353010185,0.0466854754187246,0.0304166864777951,MAPK3/EPHX2,2
BP,GO:0031294,lymphocyte costimulation,2/38,59/18862,0.00629025353010185,0.0466854754187246,0.0304166864777951,CCL21/CCL19,2
BP,GO:0002285,lymphocyte activation involved in immune response,3/38,189/18862,0.00645570779324043,0.0476652000278114,0.0310550001289231,RIPK2/CD19/CCL19,3
BP,GO:0016239,positive regulation of macroautophagy,2/38,60/18862,0.00649893554772529,0.0477370265747863,0.031101796815484,RIPK2/MAPK3,2
BP,GO:0071674,mononuclear cell migration,3/38,190/18862,0.00655023834186277,0.0478671263443818,0.0311865598786665,MAPK3/CCL21/CCL19,3
BP,GO:0030888,regulation of B cell proliferation,2/38,61/18862,0.00671074821511489,0.0485422142463894,0.031626395542246,FCRL3/BLK,2
BP,GO:0046686,response to cadmium ion,2/38,61/18862,0.00671074821511489,0.0485422142463894,0.031626395542246,CAT/MAPK3,2
BP,GO:0050864,regulation of B cell activation,3/38,193/18862,0.00683879679880749,0.0488568922204015,0.03183141565163,CD19/FCRL3/BLK,3
BP,GO:0032233,positive regulation of actin filament bundle assembly,2/38,62/18862,0.00692567875685691,0.0488568922204015,0.03183141565163,ARHGEF5/SYNPO,2
BP,GO:0061912,selective autophagy,2/38,62/18862,0.00692567875685691,0.0488568922204015,0.03183141565163,RIPK2/MAPK3,2
BP,GO:0070527,platelet aggregation,2/38,62/18862,0.00692567875685691,0.0488568922204015,0.03183141565163,PRKCA/BLK,2
BP,GO:1903018,regulation of glycoprotein metabolic process,2/38,62/18862,0.00692567875685691,0.0488568922204015,0.03183141565163,CCL21/CCL19,2
CC,GO:0005777,peroxisome,4/39,136/19520,0.000153453483950223,0.00813303464936181,0.0075919092059584,HSDL2/CAT/RIDA/EPHX2,4
CC,GO:0042579,microbody,4/39,136/19520,0.000153453483950223,0.00813303464936181,0.0075919092059584,HSDL2/CAT/RIDA/EPHX2,4
