Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"302"	"MAFF"	"414.4"	"ARCHS4 Coexpression,1620;ENCODE ChIP-seq,65;Enrichr Queries,13;ReMap ChIP-seq,182;GTEx Coexpression,192"	"NNMT,CXCL8,CCL20,CXCL1,CXCL3,CXCL2,MMP9,C3,CXCL10,IL1B,GSTA1,LCN2,CCL2,TIMP1,PTGDS,PCK1,S100A9,S100A8"
"gene_set_query"	"303"	"ARNTL2"	"414.7"	"ARCHS4 Coexpression,183;Enrichr Queries,143;GTEx Coexpression,918"	"CXCL10,CXCL8,IL1B,CCL2,CXCL1,TIMP1,S100A9,SERPINB5"
"gene_set_query"	"304"	"USF1"	"416.0"	"ARCHS4 Coexpression,170;ENCODE ChIP-seq,59;Enrichr Queries,946;ReMap ChIP-seq,212;GTEx Coexpression,693"	"C3,CXCL9,FCGR3A,SLC16A1,CCL2,CXCL1,MNDA,ACSF2"
"gene_set_query"	"305"	"HEY2"	"416.0"	"ARCHS4 Coexpression,413;Enrichr Queries,630;GTEx Coexpression,205"	"CXCL10,SLC16A1,ADIRF,CCL2"
"gene_set_query"	"306"	"AHR"	"416.2"	"Literature ChIP-seq,145;ARCHS4 Coexpression,764;Enrichr Queries,141;ReMap ChIP-seq,161;GTEx Coexpression,870"	"C3,CXCL10,CXCL8,IL1B,CCL2,C4BPA,HMGCS2,TIMP1,CXCL2"
"gene_set_query"	"307"	"IRX1"	"416.3"	"ARCHS4 Coexpression,826;Enrichr Queries,329;GTEx Coexpression,94"	"GREM1,CXCL10,MMP7,CTSK,CCL2,PITX2"
"gene_set_query"	"308"	"PHOX2A"	"416.7"	"ARCHS4 Coexpression,554;Enrichr Queries,514;GTEx Coexpression,182"	"CXCL10,GSTA1,PITX2"
"gene_set_query"	"309"	"ZNF80"	"420.3"	"ARCHS4 Coexpression,911;Enrichr Queries,50;GTEx Coexpression,300"	"C3,CXCL10,FCGR3A,CXCL8,BCL2A1,SELL,IL1B,CXCL13,PTGDS,S100A8,IDO1"
"gene_set_query"	"310"	"ZSCAN31"	"420.5"	"ARCHS4 Coexpression,159;GTEx Coexpression,682"	"CXCL8,CXCL3"
"gene_set_query"	"311"	"ZBTB7B"	"421.3"	"ARCHS4 Coexpression,121;Enrichr Queries,1012;GTEx Coexpression,131"	"FCGR3A,CHP2,MNDA,S100A9,SERPINB5"
"gene_set_query"	"312"	"ZNF560"	"421.7"	"ARCHS4 Coexpression,322;Enrichr Queries,237;GTEx Coexpression,706"	"C3,CXCL10,CXCL8,SLC16A1,ANPEP,PITX2"
"gene_set_query"	"313"	"KLF10"	"422.7"	"ARCHS4 Coexpression,146;Enrichr Queries,233;GTEx Coexpression,889"	"C3,CXCL10,CCL2,GCG,TIMP1,CXCL2"
"gene_set_query"	"314"	"DLX3"	"423.7"	"ARCHS4 Coexpression,526;Enrichr Queries,454;GTEx Coexpression,291"	"CXCL10,PITX2,MMP9,SERPINB5"
"gene_set_query"	"315"	"FOXJ1"	"424.7"	"ARCHS4 Coexpression,438;Enrichr Queries,178;GTEx Coexpression,658"	"C3,CXCL10,GSTA1,LCN2,CCL2,PTGDS,MMP9"
"gene_set_query"	"316"	"SIX1"	"425.7"	"ARCHS4 Coexpression,713;Enrichr Queries,147;GTEx Coexpression,417"	"GREM1,CXCL10,NNMT,ANPEP,CCL2,TIMP1,PITX2"
"gene_set_query"	"317"	"TET3"	"426.0"	"ARCHS4 Coexpression,553;ReMap ChIP-seq,296;GTEx Coexpression,429"	"SERPINB5"
"gene_set_query"	"318"	"ZNF710"	"427.7"	"ARCHS4 Coexpression,169;Enrichr Queries,1099;GTEx Coexpression,15"	"FCGR3A,REG1B,AQP8,REG1A,GCG,MNDA,SLC35G1"
"gene_set_query"	"319"	"NKX12"	"428.5"	"ARCHS4 Coexpression,467;GTEx Coexpression,390"	"SLC16A1,SERPINB5"
"gene_set_query"	"320"	"YY1"	"429.0"	"Literature ChIP-seq,28;ARCHS4 Coexpression,972;ENCODE ChIP-seq,71;Enrichr Queries,1003;ReMap ChIP-seq,245;GTEx Coexpression,255"	"C3,SLC16A1,CCL20,ENTPD5,LCN2,S100P,GBA3,CYP3A4,PCK1,DUOX2"
"gene_set_query"	"321"	"GATA2"	"429.2"	"Literature ChIP-seq,36;ARCHS4 Coexpression,1339;ENCODE ChIP-seq,15;Enrichr Queries,894;ReMap ChIP-seq,105;GTEx Coexpression,186"	"PRAC1,CXCL8,NNMT,SLC16A1,MMP1,CXCL2,MMP10,CXCL10,CXCL11,SELL,ANPEP,CCL2,S100P,ABCG2"
"gene_set_query"	"322"	"HOXB4"	"430.8"	"Literature ChIP-seq,76;ARCHS4 Coexpression,582;Enrichr Queries,318;GTEx Coexpression,747"	"CXCL10,FCGR3A,SLC16A1,RBP2,SELL,ENTPD5,CCL2,PITX2,MMP9"
"gene_set_query"	"323"	"ZNF157"	"431.7"	"ARCHS4 Coexpression,539;Enrichr Queries,235;GTEx Coexpression,521"	"C3,CXCL10,CXCL8,TIMP1,CXCL3"
"gene_set_query"	"324"	"ZBTB7C"	"433.7"	"ARCHS4 Coexpression,117;Enrichr Queries,829;GTEx Coexpression,355"	"CXCL10,AQP8,CHP2,S100P,SERPINB5"
"gene_set_query"	"325"	"RFX5"	"436.0"	"ARCHS4 Coexpression,460;ENCODE ChIP-seq,81;Enrichr Queries,982;ReMap ChIP-seq,235;GTEx Coexpression,422"	"C3,CXCL10,TIMP1,SLC35G1,MS4A1,S100A9"
"gene_set_query"	"326"	"NR3C1"	"436.0"	"Literature ChIP-seq,89;ARCHS4 Coexpression,68;ENCODE ChIP-seq,17;Enrichr Queries,1320;ReMap ChIP-seq,84;GTEx Coexpression,1038"	"SPINK4,CXCL8,NNMT,BCL2A1,PDZK1IP1,CXCL3,CXCL2,C3,ANPEP,IL1B,SAA1,UGT2A3,S100P,PTGDS,PITX2,ABCG2"
"gene_set_query"	"327"	"DLX2"	"437.7"	"ARCHS4 Coexpression,284;Enrichr Queries,649;GTEx Coexpression,380"	"GREM1,CXCL10,NOS2,PITX2"
"gene_set_query"	"328"	"HOXC11"	"438.0"	"ARCHS4 Coexpression,872;Enrichr Queries,253;ReMap ChIP-seq,294;GTEx Coexpression,333"	"GREM1,CXCL10,CTSK,PITX2,MMP9"
"gene_set_query"	"329"	"FOS"	"438.8"	"ARCHS4 Coexpression,996;ENCODE ChIP-seq,2;Enrichr Queries,24;ReMap ChIP-seq,5;GTEx Coexpression,1167"	"CXCL6,CXCL8,BCL2A1,CXCL1,CXCL2,C3,ANPEP,HSD17B2,CCL2,TIMP1,SPINK4,SLC16A1,MMP7,MMP1,CCL20,MMP3,MMP9,MMP10,CXCL10,CXCL11,IL1B,LCN2,S100A9,S100A8,ABCG2"
"gene_set_query"	"330"	"MSX2"	"439.3"	"ARCHS4 Coexpression,792;Enrichr Queries,315;GTEx Coexpression,211"	"GREM1,CXCL10,ADIRF,CCL2,PITX2"
"gene_set_query"	"331"	"FERD3L"	"441.0"	"ARCHS4 Coexpression,639;Enrichr Queries,499;GTEx Coexpression,185"	"CXCL10,CTSK,PITX2"
"gene_set_query"	"332"	"ATOH8"	"441.0"	"ARCHS4 Coexpression,139;Enrichr Queries,286;GTEx Coexpression,898"	"C3,GREM1,CXCL10,NNMT,CCL2"
"gene_set_query"	"333"	"ZNF350"	"444.3"	"ARCHS4 Coexpression,937;Enrichr Queries,259;GTEx Coexpression,137"	"CXCL10,CXCL8,SELL,CTSK,MNDA,ABCG2"
"gene_set_query"	"334"	"SNAI3"	"445.7"	"ARCHS4 Coexpression,99;Enrichr Queries,650;GTEx Coexpression,588"	"CXCL10,FCGR3A,SELL,MNDA,MMP9"
"gene_set_query"	"335"	"ZNF429"	"447.7"	"ARCHS4 Coexpression,338;Enrichr Queries,953;GTEx Coexpression,52"	"CXCL10,CASP5,SELL,HSD17B2,MNDA"
"gene_set_query"	"336"	"ZNF318"	"447.8"	"ARCHS4 Coexpression,359;Enrichr Queries,1035;ReMap ChIP-seq,187;GTEx Coexpression,210"	"PDZK1IP1,MS4A1"
"gene_set_query"	"337"	"LHX8"	"448.0"	"ARCHS4 Coexpression,1049;Enrichr Queries,209;GTEx Coexpression,86"	"GREM1,CXCL10,TMEM158,FDCSP,CCL2,PITX2,MMP9"
"gene_set_query"	"338"	"ZNF730"	"448.0"	"ARCHS4 Coexpression,256;GTEx Coexpression,640"	"SLC16A1"
"gene_set_query"	"339"	"SOX15"	"449.3"	"ARCHS4 Coexpression,475;Enrichr Queries,434;GTEx Coexpression,439"	"ANPEP,TIMP1,S100A9,SERPINB5"
"gene_set_query"	"340"	"FOSB"	"452.0"	"ARCHS4 Coexpression,1299;Enrichr Queries,8;GTEx Coexpression,49"	"CXCL8,CCL20,CXCL1,CXCL3,CXCL2,MMP9,C3,CXCL10,IL1B,LCN2,CCL2,TIMP1,S100A9,S100A8"
"gene_set_query"	"341"	"FOXC1"	"452.3"	"ARCHS4 Coexpression,740;Enrichr Queries,447;GTEx Coexpression,170"	"CXCL10,ADIRF,CCL2,TIMP1"
"gene_set_query"	"342"	"AHRR"	"454.0"	"ARCHS4 Coexpression,200;GTEx Coexpression,708"	"GREM1,MMP9"
"gene_set_query"	"343"	"PAX6"	"454.0"	"Literature ChIP-seq,64;ARCHS4 Coexpression,394;Enrichr Queries,775;ReMap ChIP-seq,92;GTEx Coexpression,945"	"CXCL6,LPCAT1,CCL2,GCG,PITX2,MMP9,DUOX2"
"gene_set_query"	"344"	"ZBTB34"	"454.3"	"ARCHS4 Coexpression,120;Enrichr Queries,1118;GTEx Coexpression,125"	"FCGR3A,SELL,MNDA,S100A9"
"gene_set_query"	"345"	"ZNF107"	"454.7"	"ARCHS4 Coexpression,244;Enrichr Queries,862;GTEx Coexpression,258"	"CXCL10,SLC16A1,MS4A1"
"gene_set_query"	"346"	"ZNF670"	"455.0"	"ARCHS4 Coexpression,346;Enrichr Queries,564"	"CXCL10,CXCL8,TM4SF5"
"gene_set_query"	"347"	"STAT4"	"455.0"	"Literature ChIP-seq,65;ARCHS4 Coexpression,925;Enrichr Queries,23;GTEx Coexpression,807"	"CXCL8,CXCL1,PDZK1IP1,CXCL2,MMP9,C3,CXCL10,CXCL11,SELL,IL1B,LCN2,CCL2,TIMP1,S100A9,S100A8"
"gene_set_query"	"348"	"ZIC3"	"455.8"	"Literature ChIP-seq,77;ARCHS4 Coexpression,390;Enrichr Queries,616;GTEx Coexpression,740"	"SLC16A1,CCL2,CHI3L1,PITX2"
"gene_set_query"	"349"	"RARA"	"458.8"	"Literature ChIP-seq,100;ARCHS4 Coexpression,74;Enrichr Queries,1205;ReMap ChIP-seq,211;GTEx Coexpression,704"	"SPINK4,FCGR3A,SELL,IL1B,HSD17B2,CHI3L1,S100P,MNDA,S100A9"
"gene_set_query"	"350"	"CBX2"	"459.2"	"ARCHS4 Coexpression,502;ENCODE ChIP-seq,5;Enrichr Queries,1176;ReMap ChIP-seq,90;GTEx Coexpression,523"	"PRAC1,SLC16A1,NOS2,AQP8,LPCAT1,TM4SF5,CXCL1,MMP9,GREM1,ADH4,TMEM158,HSD17B2,CHI3L1,HMGCS2,S100A8,ABCG2"
"gene_set_query"	"351"	"ZNF281"	"459.7"	"ARCHS4 Coexpression,349;Enrichr Queries,615;GTEx Coexpression,415"	"GREM1,CXCL8,SLC16A1"
"gene_set_query"	"352"	"CUX1"	"459.8"	"Literature ChIP-seq,26;ARCHS4 Coexpression,691;ENCODE ChIP-seq,53;Enrichr Queries,1082;ReMap ChIP-seq,77;GTEx Coexpression,830"	"CXCL8,SLC16A1,NNMT,BCL2A1,NOS2,AQP8,CXCL1,C4BPA,CXCL3,MMP9,CXCL2,MMP10,C3,TMEM158,SELL,CHI3L1,CCL2,S100P,PCK1,MS4A1"
"gene_set_query"	"353"	"ZNF121"	"460.0"	"ARCHS4 Coexpression,218;Enrichr Queries,779;GTEx Coexpression,383"	"SLC16A1,SERPINB5"
"gene_set_query"	"354"	"HSF1"	"460.8"	"Literature ChIP-seq,91;ARCHS4 Coexpression,1366;ENCODE ChIP-seq,33;ReMap ChIP-seq,202;GTEx Coexpression,612"	"CXCL10,CCL20,MMP1,PTGDS"
"gene_set_query"	"355"	"REST"	"461.7"	"Literature ChIP-seq,88;ARCHS4 Coexpression,216;ENCODE ChIP-seq,79;Enrichr Queries,1362;ReMap ChIP-seq,228;GTEx Coexpression,797"	"CXCL9,SLC16A1,ENTPD5,AQP8,LPCAT1,PITX2,MMP9"
"gene_set_query"	"356"	"GBX2"	"462.0"	"Literature ChIP-seq,147;ARCHS4 Coexpression,988;Enrichr Queries,541;GTEx Coexpression,172"	"TMEM158,CCL2,PITX2"
"gene_set_query"	"357"	"ZNF155"	"463.3"	"ARCHS4 Coexpression,234;Enrichr Queries,369;GTEx Coexpression,787"	"C3,CXCL10,CXCL8,SLC35G1"
"gene_set_query"	"358"	"NEUROD1"	"464.8"	"ARCHS4 Coexpression,480;Enrichr Queries,588;ReMap ChIP-seq,226;GTEx Coexpression,565"	"C3,CXCL10,GCG,PITX2"
"gene_set_query"	"359"	"SMAD3"	"464.8"	"Literature ChIP-seq,52;ARCHS4 Coexpression,1018;Enrichr Queries,612;ReMap ChIP-seq,169;GTEx Coexpression,473"	"CXCL10,NOS2,CHI3L1,CCL2,S100P,PITX2,IDO1"
"gene_set_query"	"360"	"NR4A1"	"465.3"	"ARCHS4 Coexpression,308;Enrichr Queries,101;ReMap ChIP-seq,117;GTEx Coexpression,1335"	"C3,CXCL10,CXCL8,BCL2A1,IL1B,LCN2,CCL2,CXCL1,TIMP1,CXCL2"
"gene_set_query"	"361"	"PAX4"	"465.3"	"ARCHS4 Coexpression,1082;Enrichr Queries,308;GTEx Coexpression,6"	"SPINK4,ENTPD5,REG4,GUCA2B,GCG,SLC35G1,CXCL10,ANPEP,HSD17B2,CHP2,UGT2A3,HMGCS2,PITX2,PCK1"
"gene_set_query"	"362"	"BRF2"	"465.7"	"ARCHS4 Coexpression,863;ReMap ChIP-seq,43;GTEx Coexpression,491"	"TMEM158,DMBT1,BCL2A1,SAA1,C4BPA"
"gene_set_query"	"363"	"IRF2"	"466.3"	"ARCHS4 Coexpression,124;Enrichr Queries,679;ReMap ChIP-seq,119;GTEx Coexpression,943"	"C3,CXCL10,FCGR3A,SELL,CCL2,S100P,MNDA,PDZK1IP1"
"gene_set_query"	"364"	"IRX3"	"467.3"	"ARCHS4 Coexpression,766;Enrichr Queries,230;GTEx Coexpression,406"	"C3,CXCL10,NNMT,CCL2,TIMP1,SERPINB5"
"gene_set_query"	"365"	"FIGLA"	"468.3"	"ARCHS4 Coexpression,1183;Enrichr Queries,193;GTEx Coexpression,29"	"CXCL10,REG1B,AQP8,REG1A,GCG,PITX2,MMP9,S100A9,S100A8"
"gene_set_query"	"366"	"HOXC13"	"468.3"	"ARCHS4 Coexpression,864;Enrichr Queries,260;GTEx Coexpression,281"	"CXCL10,MMP3,PITX2,MMP9,SERPINB5"
"gene_set_query"	"367"	"KLF14"	"470.0"	"ARCHS4 Coexpression,649;Enrichr Queries,291"	"GREM1,CXCL10,PITX2,MMP9"
"gene_set_query"	"368"	"HOXC10"	"470.0"	"ARCHS4 Coexpression,927;Enrichr Queries,135;GTEx Coexpression,348"	"GREM1,C3,CXCL10,CCL2,TIMP1,PITX2,MMP9"
"gene_set_query"	"369"	"HOXA9"	"471.8"	"ARCHS4 Coexpression,1511;Enrichr Queries,204;ReMap ChIP-seq,25;GTEx Coexpression,147"	"SPINK4,MMP7,BCL2A1,CXCL13,CXCL2,MMP9,SERPINB5,ACSF2,CXCL10,CASP5,CHP2,SAA1,CCL2,PITX2"
"gene_set_query"	"370"	"ERG"	"472.0"	"Literature ChIP-seq,30;ARCHS4 Coexpression,235;Enrichr Queries,524;ReMap ChIP-seq,218;GTEx Coexpression,1353"	"PRAC1,CXCL10,CXCL6,MMP7,CCL2,S100P,CXCL3,CXCL2,MS4A1"
"gene_set_query"	"371"	"HOXC5"	"473.0"	"ARCHS4 Coexpression,858;Enrichr Queries,392;GTEx Coexpression,169"	"CXCL10,ADIRF,PITX2,MMP9"
"gene_set_query"	"372"	"ZNF35"	"476.0"	"ARCHS4 Coexpression,263;Enrichr Queries,328;GTEx Coexpression,837"	"C3,CXCL10,SLC16A1,CCL2,TIMP1"
"gene_set_query"	"373"	"TBX22"	"477.0"	"ARCHS4 Coexpression,168;Enrichr Queries,203;GTEx Coexpression,1060"	"CXCL10,SLC16A1,CCL2,CXCL13,PITX2,OLFM4"
"gene_set_query"	"374"	"ZBTB16"	"477.8"	"ARCHS4 Coexpression,648;Enrichr Queries,92;ReMap ChIP-seq,126;GTEx Coexpression,1045"	"C3,CXCL10,NNMT,LCN2,CCL2,PTGDS,S100A9,MMP10,S100A8"
"gene_set_query"	"375"	"ESRRA"	"478.2"	"ARCHS4 Coexpression,306;ENCODE ChIP-seq,111;Enrichr Queries,1045;ReMap ChIP-seq,50;GTEx Coexpression,879"	"ANPEP,GUCA2B,S100P,MMP9,ACSF2"
"gene_set_query"	"376"	"ELK1"	"479.0"	"Literature ChIP-seq,97;ARCHS4 Coexpression,1374;ENCODE ChIP-seq,100;ReMap ChIP-seq,238;GTEx Coexpression,586"	"CXCL8,RBP2,LCN2,SLC35G1"
"gene_set_query"	"377"	"ALX3"	"480.7"	"ARCHS4 Coexpression,981;Enrichr Queries,351;GTEx Coexpression,110"	"CXCL10,TMEM158,PITX2,MMP9,ABCG2"
"gene_set_query"	"378"	"PBX4"	"481.3"	"ARCHS4 Coexpression,952;Enrichr Queries,85;GTEx Coexpression,407"	"C3,CXCL10,CXCL8,CCL20,IL1B,TIMP1,PTGDS,CXCL2,MMP9,DUOX2"
"gene_set_query"	"379"	"ZNF480"	"481.7"	"ARCHS4 Coexpression,225;Enrichr Queries,320;GTEx Coexpression,900"	"CXCL10,CXCL8,SLC16A1,HSD17B2,CCL2"
"gene_set_query"	"380"	"KLF9"	"483.0"	"ARCHS4 Coexpression,217;Enrichr Queries,641;ReMap ChIP-seq,275;GTEx Coexpression,799"	"C3,CXCL10,NNMT"
"gene_set_query"	"381"	"TBX4"	"484.3"	"ARCHS4 Coexpression,804;Enrichr Queries,542;GTEx Coexpression,107"	"CXCL10,LPCAT1,PITX2,IDO1"
"gene_set_query"	"382"	"MYBL2"	"484.5"	"Literature ChIP-seq,126;ARCHS4 Coexpression,928;ENCODE ChIP-seq,83;Enrichr Queries,1117;ReMap ChIP-seq,58;GTEx Coexpression,595"	"C3,ADH4,FCGR3A,CCL20,LCN2,C4BPA,TM4SF5,PCK1,ABCG2"
"gene_set_query"	"383"	"POU1F1"	"485.0"	"ARCHS4 Coexpression,231;Enrichr Queries,69;GTEx Coexpression,1155"	"PRAC1,CXCL10,IL1B,HSD17B2,LCN2,CCL2,CXCL13,PITX2,S100A9,S100A8"
"gene_set_query"	"384"	"TFEB"	"486.3"	"Literature ChIP-seq,116;ARCHS4 Coexpression,80;Enrichr Queries,923;GTEx Coexpression,826"	"C3,SPINK4,FCGR3A,SELL,MNDA,S100A9"
"gene_set_query"	"385"	"PRDM14"	"486.4"	"Literature ChIP-seq,108;ARCHS4 Coexpression,323;Enrichr Queries,528;ReMap ChIP-seq,203;GTEx Coexpression,1270"	"SLC16A1,TIMP1,SLC35G1,PDZK1IP1,PITX2,MMP9,IDO1"
"gene_set_query"	"386"	"FOXM1"	"486.8"	"Literature ChIP-seq,115;ARCHS4 Coexpression,578;ENCODE ChIP-seq,98;Enrichr Queries,975;ReMap ChIP-seq,254;GTEx Coexpression,901"	"CXCL10,FCGR3A,SLC16A1,CHP2,PITX2,PCK1"
"gene_set_query"	"387"	"SOX18"	"488.0"	"ARCHS4 Coexpression,215;Enrichr Queries,190;GTEx Coexpression,1059"	"C3,CXCL10,CCL2,ADIRF,TIMP1,S100A9,S100A8"
"gene_set_query"	"388"	"CUX2"	"488.7"	"ARCHS4 Coexpression,417;Enrichr Queries,851;GTEx Coexpression,198"	"ADH4,CXCL10"
"gene_set_query"	"389"	"BHLHE40"	"488.8"	"ARCHS4 Coexpression,771;ENCODE ChIP-seq,46;ReMap ChIP-seq,179;GTEx Coexpression,959"	"C3,SLC16A1,RBP2,LPCAT1,S100P,CXCL5,ACSF2"
"gene_set_query"	"390"	"ASCL5"	"489.0"	"ARCHS4 Coexpression,948;GTEx Coexpression,30"	"REG1B,AQP8,REG1A,GCG"
"gene_set_query"	"391"	"EGR4"	"489.0"	"ARCHS4 Coexpression,440;Enrichr Queries,428;GTEx Coexpression,599"	"CXCL10,TMEM158,CCL2,GCG"
"gene_set_query"	"392"	"HOXA5"	"489.3"	"ARCHS4 Coexpression,1076;Enrichr Queries,317;GTEx Coexpression,75"	"CXCL10,GSTA1,CCL2,CXCL2,MMP9,ACSF2"
"gene_set_query"	"393"	"CREB3L4"	"489.3"	"ARCHS4 Coexpression,416;Enrichr Queries,893;GTEx Coexpression,159"	"PRAC1,CXCL10"
"gene_set_query"	"394"	"ZNF671"	"489.3"	"ARCHS4 Coexpression,458;Enrichr Queries,326;GTEx Coexpression,684"	"C3,CXCL10,CXCL8,SELL,CCL2"
"gene_set_query"	"395"	"NFATC1"	"490.2"	"ARCHS4 Coexpression,960;ENCODE ChIP-seq,96;Enrichr Queries,609;ReMap ChIP-seq,255;GTEx Coexpression,531"	"CXCL10,CCL2,MS4A1"
"gene_set_query"	"396"	"NKX32"	"491.5"	"ARCHS4 Coexpression,652;GTEx Coexpression,331"	"CCL11"
"gene_set_query"	"397"	"ZBTB3"	"492.7"	"ARCHS4 Coexpression,756;Enrichr Queries,603;GTEx Coexpression,119"	"CXCL10,SELL,CCL2,MNDA"
"gene_set_query"	"398"	"ARNTL"	"494.0"	"ARCHS4 Coexpression,147;Enrichr Queries,573;ReMap ChIP-seq,153;GTEx Coexpression,1103"	"CXCL6,CXCL10,SELL,ENTPD5,CCL2,MNDA"
"gene_set_query"	"399"	"ZNF92"	"495.5"	"ARCHS4 Coexpression,297;Enrichr Queries,1251;ReMap ChIP-seq,91;GTEx Coexpression,343"	"C3,TMEM158,SLC16A1,LCN2,MS4A1"
"gene_set_query"	"400"	"SP1"	"495.6"	"ARCHS4 Coexpression,433;ENCODE ChIP-seq,72;Enrichr Queries,1072;ReMap ChIP-seq,237;GTEx Coexpression,664"	"C3,MNDA,TIMP1,SLC35G1,ABCG2"
"gene_set_query"	"401"	"SP8"	"495.7"	"ARCHS4 Coexpression,989;Enrichr Queries,382;GTEx Coexpression,116"	"GREM1,CXCL10,CHP2,PITX2,SERPINB5"
"gene_set_query"	"402"	"KLF3"	"496.0"	"ARCHS4 Coexpression,314;Enrichr Queries,1144;ReMap ChIP-seq,140;GTEx Coexpression,386"	"CTSK,MNDA,SERPINB5,CXCL5"
"gene_set_query"	"403"	"KLF6"	"496.8"	"ARCHS4 Coexpression,860;Enrichr Queries,294;ReMap ChIP-seq,107;GTEx Coexpression,726"	"C3,CXCL10,LCN2,CCL2,S100P,TIMP1,CXCL2"
"gene_set_query"	"404"	"ZNF846"	"499.0"	"ARCHS4 Coexpression,507;Enrichr Queries,443;GTEx Coexpression,547"	"CXCL10,CTSK,TIMP1"
"gene_set_query"	"405"	"PURA"	"501.5"	"ARCHS4 Coexpression,357;GTEx Coexpression,646"	"ABCG2"
"gene_set_query"	"406"	"CEBPG"	"502.3"	"ARCHS4 Coexpression,495;Enrichr Queries,770;ReMap ChIP-seq,7;GTEx Coexpression,737"	"C3,CXCL8,CTSK,IL1B,CCL2,C4BPA,TM4SF5,HMGCS2,CXCL3,CXCL2,CXCL5"
"gene_set_query"	"407"	"ZNF189"	"502.7"	"ARCHS4 Coexpression,807;Enrichr Queries,548;GTEx Coexpression,153"	"CXCL10,REG1A,GCG,TIMP1"
"gene_set_query"	"408"	"IRX2"	"503.7"	"ARCHS4 Coexpression,443;Enrichr Queries,763;GTEx Coexpression,305"	"GCG,PITX2,SERPINB5"
"gene_set_query"	"409"	"ZNF581"	"504.0"	"ARCHS4 Coexpression,533;Enrichr Queries,497;GTEx Coexpression,482"	"TIMP1,S100A9"
"gene_set_query"	"410"	"MSC"	"504.3"	"ARCHS4 Coexpression,26;Enrichr Queries,22;GTEx Coexpression,1465"	"CXCL8,NNMT,BCL2A1,CCL20,CXCL1,CXCL3,CXCL2,MMP9,GREM1,C3,CXCL10,IL1B,CCL2,TIMP1,IDO1"
"gene_set_query"	"411"	"TLX2"	"505.3"	"ARCHS4 Coexpression,921;Enrichr Queries,496;GTEx Coexpression,99"	"CXCL10,CCL11,GSTA1,PITX2"
"gene_set_query"	"412"	"MEOX1"	"505.3"	"ARCHS4 Coexpression,129;Enrichr Queries,201;GTEx Coexpression,1186"	"C3,CXCL10,SAA1,CCL2,ADIRF,TIMP1,MMP9"
"gene_set_query"	"413"	"BCL11B"	"505.5"	"Literature ChIP-seq,161;ARCHS4 Coexpression,318;Enrichr Queries,1215;GTEx Coexpression,328"	"SELL,SERPINB5"
"gene_set_query"	"414"	"FOXD4"	"506.7"	"ARCHS4 Coexpression,846;Enrichr Queries,155;GTEx Coexpression,519"	"CXCL10,IL1B,CCL2,PITX2,CXCL2,MMP9"
"gene_set_query"	"415"	"ZIC2"	"506.7"	"ARCHS4 Coexpression,379;Enrichr Queries,666;GTEx Coexpression,475"	"CXCL10,SLC16A1,PITX2"
"gene_set_query"	"416"	"SIX2"	"508.3"	"ARCHS4 Coexpression,1122;Enrichr Queries,415;ReMap ChIP-seq,258;GTEx Coexpression,238"	"GREM1,CXCL10,PITX2"
"gene_set_query"	"417"	"MYOD1"	"508.6"	"ARCHS4 Coexpression,570;ENCODE ChIP-seq,73;Enrichr Queries,546;ReMap ChIP-seq,104;GTEx Coexpression,1250"	"SPINK4,CXCL10,CHI3L1,S100P,SLC35G1,PTGDS,PITX2,DUOX2,IDO1,ABCG2"
"gene_set_query"	"418"	"HOXA4"	"509.3"	"ARCHS4 Coexpression,434;Enrichr Queries,124;GTEx Coexpression,970"	"CXCL10,NNMT,CCL2,CHI3L1,CXCL3,PITX2,CXCL2,MMP9"
"gene_set_query"	"419"	"SIX4"	"511.0"	"ARCHS4 Coexpression,436;Enrichr Queries,834;GTEx Coexpression,263"	"CXCL10,SLC16A1,PITX2"
"gene_set_query"	"420"	"OTX2"	"511.3"	"ARCHS4 Coexpression,335;Enrichr Queries,729;ReMap ChIP-seq,45;GTEx Coexpression,936"	"CXCL6,SLC16A1,HSD17B2,CXCL1,PITX2,MMP10"
"gene_set_query"	"421"	"ELF4"	"511.7"	"ARCHS4 Coexpression,197;Enrichr Queries,456;GTEx Coexpression,882"	"CXCL10,FCGR3A,CCL2,MNDA,TIMP1"
"gene_set_query"	"422"	"ZNF263"	"513.8"	"Literature ChIP-seq,158;ARCHS4 Coexpression,518;ENCODE ChIP-seq,91;Enrichr Queries,1160;ReMap ChIP-seq,54;GTEx Coexpression,1102"	"C3,PRAC1,LPCAT1,LCN2,S100P,TIMP1,PTGDS"
"gene_set_query"	"423"	"NEUROG2"	"514.3"	"ARCHS4 Coexpression,296;Enrichr Queries,513;GTEx Coexpression,734"	"CXCL10,TMEM158,PITX2"
"gene_set_query"	"424"	"ZNF763"	"514.3"	"ARCHS4 Coexpression,747;Enrichr Queries,690;GTEx Coexpression,106"	"CXCL10,CXCL8,SELL,MNDA"
"gene_set_query"	"425"	"BHLHE23"	"515.5"	"ARCHS4 Coexpression,657;GTEx Coexpression,374"	"MS4A1"
"gene_set_query"	"426"	"PHOX2B"	"515.7"	"ARCHS4 Coexpression,719;Enrichr Queries,551;GTEx Coexpression,277"	"CXCL10,CCL11,PITX2"
